id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,image,cry
522,blitzle,electric,,45,60,32,50,32,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/522.ogg
523,zebstrika,electric,,75,100,63,80,63,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/523.ogg
524,roggenrola,rock,,55,75,85,25,25,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/524.ogg
525,boldore,rock,,70,105,105,50,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/525.ogg
526,gigalith,rock,,85,135,130,60,80,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/526.ogg
527,woobat,psychic,flying,65,45,43,55,43,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/527.ogg
528,swoobat,psychic,flying,67,57,55,77,55,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/528.ogg
529,drilbur,ground,,60,85,40,30,45,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/529.ogg
530,excadrill,ground,steel,110,135,60,50,65,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/530.ogg
531,audino,normal,,103,60,86,60,86,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/531.ogg
532,timburr,fighting,,75,80,55,25,35,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/532.ogg
533,gurdurr,fighting,,85,105,85,40,50,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/533.ogg
534,conkeldurr,fighting,,105,140,95,55,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/534.ogg
535,tympole,water,,50,50,40,50,40,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/535.ogg
536,palpitoad,water,ground,75,65,55,65,55,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/536.ogg
537,seismitoad,water,ground,105,95,75,85,75,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/537.ogg
538,throh,fighting,,120,100,85,30,85,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/538.ogg
539,sawk,fighting,,75,125,75,30,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/539.ogg
540,sewaddle,bug,grass,45,53,70,40,60,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/540.ogg
541,swadloon,bug,grass,55,63,90,50,80,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/541.ogg
542,leavanny,bug,grass,75,103,80,70,80,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/542.ogg
543,venipede,bug,poison,30,45,59,30,39,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/543.ogg
544,whirlipede,bug,poison,40,55,99,40,79,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/544.ogg
545,scolipede,bug,poison,60,100,89,55,69,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/545.ogg
546,cottonee,grass,fairy,40,27,60,37,50,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/546.ogg
547,whimsicott,grass,fairy,60,67,85,77,75,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/547.ogg
548,petilil,grass,,45,35,50,70,50,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/548.ogg
549,lilligant,grass,,70,60,75,110,75,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/549.ogg
550,basculin-red-striped,water,,70,92,65,80,55,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/550.ogg
551,sandile,ground,dark,50,72,35,35,35,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/551.ogg
552,krokorok,ground,dark,60,82,45,45,45,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/552.ogg
553,krookodile,ground,dark,95,117,80,65,70,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/553.ogg
554,darumaka,fire,,70,90,45,15,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/554.ogg
555,darmanitan-standard,fire,,105,140,55,30,55,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/555.ogg
556,maractus,grass,,75,86,67,106,67,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/556.ogg
557,dwebble,bug,rock,50,65,85,35,35,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/557.ogg
558,crustle,bug,rock,70,105,125,65,75,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/558.ogg
559,scraggy,dark,fighting,50,75,70,35,70,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/559.ogg
560,scrafty,dark,fighting,65,90,115,45,115,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/560.ogg
561,sigilyph,psychic,flying,72,58,80,103,80,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/561.ogg
562,yamask,ghost,,38,30,85,55,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/562.ogg
563,cofagrigus,ghost,,58,50,145,95,105,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/563.ogg
564,tirtouga,water,rock,54,78,103,53,45,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/564.ogg
565,carracosta,water,rock,74,108,133,83,65,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/565.ogg
566,archen,rock,flying,55,112,45,74,45,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/566.ogg
567,archeops,rock,flying,75,140,65,112,65,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/567.ogg
568,trubbish,poison,,50,50,62,40,62,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/568.ogg
569,garbodor,poison,,80,95,82,60,82,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/569.ogg
570,zorua,dark,,40,65,40,80,40,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/570.ogg
571,zoroark,dark,,60,105,60,120,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/571.ogg
572,minccino,normal,,55,50,40,40,40,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/572.ogg
573,cinccino,normal,,75,95,60,65,60,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/573.ogg
574,gothita,psychic,,45,30,50,55,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/574.ogg
575,gothorita,psychic,,60,45,70,75,85,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/575.ogg
576,gothitelle,psychic,,70,55,95,95,110,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/576.ogg
577,solosis,psychic,,45,30,40,105,50,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/577.ogg
578,duosion,psychic,,65,40,50,125,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/578.ogg
579,reuniclus,psychic,,110,65,75,125,85,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/579.ogg
580,ducklett,water,flying,62,44,50,44,50,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/580.ogg
581,swanna,water,flying,75,87,63,87,63,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/581.ogg
582,vanillite,ice,,36,50,50,65,60,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/582.ogg
583,vanillish,ice,,51,65,65,80,75,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/583.ogg
584,vanilluxe,ice,,71,95,85,110,95,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/584.ogg
585,deerling,normal,grass,60,60,50,40,50,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/585.ogg
586,sawsbuck,normal,grass,80,100,70,60,70,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/586.ogg
587,emolga,electric,flying,55,75,60,75,60,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/587.ogg
588,karrablast,bug,,50,75,45,40,45,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/588.ogg
589,escavalier,bug,steel,70,135,105,60,105,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/589.ogg
590,foongus,grass,poison,69,55,45,55,55,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/590.ogg
591,amoonguss,grass,poison,114,85,70,85,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/591.ogg
592,frillish,water,ghost,55,40,50,65,85,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/592.ogg
593,jellicent,water,ghost,100,60,70,85,105,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/593.ogg
594,alomomola,water,,165,75,80,40,45,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/594.ogg
595,joltik,bug,electric,50,47,50,57,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/595.ogg
596,galvantula,bug,electric,70,77,60,97,60,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/596.ogg
597,ferroseed,grass,steel,44,50,91,24,86,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/597.ogg
598,ferrothorn,grass,steel,74,94,131,54,116,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/598.ogg
599,klink,steel,,40,55,70,45,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/599.ogg
600,klang,steel,,60,80,95,70,85,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/600.ogg
601,klinklang,steel,,60,100,115,70,85,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/601.ogg
602,tynamo,electric,,35,55,40,45,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/602.ogg
603,eelektrik,electric,,65,85,70,75,70,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/603.ogg
604,eelektross,electric,,85,115,80,105,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/604.ogg
605,elgyem,psychic,,55,55,55,85,55,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/605.ogg
606,beheeyem,psychic,,75,75,75,125,95,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/606.ogg
607,litwick,ghost,fire,50,30,55,65,55,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/607.ogg
608,lampent,ghost,fire,60,40,60,95,60,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/608.ogg
609,chandelure,ghost,fire,60,55,90,145,90,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/609.ogg
610,axew,dragon,,46,87,60,30,40,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/610.ogg
611,fraxure,dragon,,66,117,70,40,50,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/611.ogg
612,haxorus,dragon,,76,147,90,60,70,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/612.ogg
613,cubchoo,ice,,55,70,40,60,40,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/613.ogg
614,beartic,ice,,95,130,80,70,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/614.ogg
615,cryogonal,ice,,80,50,50,95,135,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/615.ogg
616,shelmet,bug,,50,40,85,40,65,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/616.ogg
617,accelgor,bug,,80,70,40,100,60,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/617.ogg
618,stunfisk,ground,electric,109,66,84,81,99,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/618.ogg
619,mienfoo,fighting,,45,85,50,55,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/619.ogg
620,mienshao,fighting,,65,125,60,95,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/620.ogg
621,druddigon,dragon,,77,120,90,60,90,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/621.ogg
622,golett,ground,ghost,59,74,50,35,50,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/622.ogg
623,golurk,ground,ghost,89,124,80,55,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/623.ogg
624,pawniard,dark,steel,45,85,70,40,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/624.ogg
625,bisharp,dark,steel,65,125,100,60,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/625.ogg
626,bouffalant,normal,,95,110,95,40,95,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/626.ogg
627,rufflet,normal,flying,70,83,50,37,50,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/627.ogg
628,braviary,normal,flying,100,123,75,57,75,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/628.ogg
629,vullaby,dark,flying,70,55,75,45,65,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/629.ogg
630,mandibuzz,dark,flying,110,65,105,55,95,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/630.ogg
631,heatmor,fire,,85,97,66,105,66,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/631.ogg
632,durant,bug,steel,58,109,112,48,48,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/632.ogg
633,deino,dark,dragon,52,65,50,45,50,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/633.ogg
634,zweilous,dark,dragon,72,85,70,65,70,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/634.ogg
635,hydreigon,dark,dragon,92,105,90,125,90,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/635.ogg
636,larvesta,bug,fire,55,85,55,50,55,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/636.ogg
637,volcarona,bug,fire,85,60,65,135,105,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/637.ogg
638,cobalion,steel,fighting,91,90,129,90,72,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/638.ogg
639,terrakion,rock,fighting,91,129,90,72,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/639.ogg
640,virizion,grass,fighting,91,90,72,90,129,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/640.ogg
641,tornadus-incarnate,flying,,79,115,70,125,80,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/641.ogg
642,thundurus-incarnate,electric,flying,79,115,70,125,80,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/642.ogg
643,reshiram,dragon,fire,100,120,100,150,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/643.ogg
644,zekrom,dragon,electric,100,150,120,120,100,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/644.ogg
645,landorus-incarnate,ground,flying,89,125,90,115,80,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/645.ogg
646,kyurem,dragon,ice,125,130,90,130,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/646.ogg
647,keldeo-ordinary,water,fighting,91,72,90,129,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/647.ogg
648,meloetta-aria,normal,psychic,100,77,77,128,128,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/648.ogg
649,genesect,bug,steel,71,120,95,120,95,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/649.ogg
650,chespin,grass,,56,61,65,48,45,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/650.ogg
